Source,Target,Type,Id,Label,Weight,size,Color
84,173,Undirected,1467,,21,4,"#999999"
80,165,Undirected,1468,,1,1,"#999999"
80,227,Undirected,1469,,2,1,"#999999"
80,111,Undirected,1470,,23,4,"#999999"
80,118,Undirected,1471,,7,1,"#999999"
84,125,Undirected,1472,,151,5,"#999999"
84,108,Undirected,1473,,100,6,"#999999"
84,105,Undirected,1474,,154,7,"#999999"
83,117,Undirected,1475,,10,6,"#999999"
84,37,Undirected,1476,,274,20,"#999999"
84,22,Undirected,1477,,5,2,"#999999"
84,195,Undirected,1478,,5,3,"#999999"
84,132,Undirected,1479,,29,6,"#999999"
71,99,Undirected,1480,,6,2,"#999999"
71,124,Undirected,1481,,14,5,"#999999"
71,84,Undirected,1482,,39,13,"#999999"
71,206,Undirected,1483,,3,1,"#999999"
71,37,Undirected,1484,,22,3,"#999999"
71,71,Undirected,1485,,281,19,"#999999"
71,109,Undirected,1486,,172,13,"#999999"
71,93,Undirected,1487,,10,2,"#999999"
71,94,Undirected,1488,,15,2,"#999999"
71,87,Undirected,1489,,123,4,"#999999"
71,122,Undirected,1490,,19,3,"#999999"
71,114,Undirected,1492,,5,2,"#999999"
71,88,Undirected,1494,,9,3,"#999999"
71,76,Undirected,1495,,216,1,"#999999"
71,147,Undirected,1496,,14,1,"#999999"
71,102,Undirected,1497,,44,5,"#999999"
71,97,Undirected,1499,,37,10,"#999999"
71,231,Undirected,1500,,12,1,"#999999"
71,190,Undirected,1501,,10,2,"#999999"
71,112,Undirected,1502,,4,2,"#999999"
71,139,Undirected,1503,,24,2,"#999999"
71,91,Undirected,1504,,23,3,"#999999"
71,135,Undirected,1505,,18,2,"#999999"
71,110,Undirected,1506,,19,6,"#999999"
71,123,Undirected,1507,,5,3,"#999999"
87,211,Undirected,1508,,1,1,"#999999"
87,110,Undirected,1509,,12,2,"#999999"
87,330,Undirected,1510,,5,1,"#999999"
87,112,Undirected,1512,,1,1,"#999999"
87,76,Undirected,1513,,87,1,"#999999"
83,216,Undirected,1514,,1,1,"#999999"
87,124,Undirected,1515,,8,2,"#999999"
87,84,Undirected,1516,,8,4,"#999999"
87,97,Undirected,1517,,7,2,"#999999"
87,135,Undirected,1518,,15,1,"#999999"
87,287,Undirected,1519,,4,1,"#999999"
87,160,Undirected,1520,,4,1,"#999999"
83,127,Undirected,1521,,10,2,"#999999"
87,95,Undirected,1522,,2,1,"#999999"
87,109,Undirected,1524,,66,1,"#999999"
87,147,Undirected,1525,,6,1,"#999999"
87,91,Undirected,1527,,6,1,"#999999"
83,219,Undirected,1528,,2,1,"#999999"
87,190,Undirected,1529,,19,1,"#999999"
87,37,Undirected,1530,,13,2,"#999999"
87,103,Undirected,1531,,6,1,"#999999"
87,102,Undirected,1532,,4,1,"#999999"
87,296,Undirected,1534,,1,1,"#999999"
87,122,Undirected,1537,,6,1,"#999999"
87,123,Undirected,1538,,11,2,"#999999"
87,209,Undirected,1541,,1,1,"#999999"
87,220,Undirected,1543,,4,1,"#999999"
87,26,Undirected,1544,,4,1,"#999999"
87,117,Undirected,1546,,1,1,"#999999"
87,39,Undirected,1547,,2,1,"#999999"
83,230,Undirected,1549,,1,1,"#999999"
87,85,Undirected,1550,,1,1,"#999999"
83,283,Undirected,1552,,1,1,"#999999"
87,88,Undirected,1553,,2,1,"#999999"
83,257,Undirected,1554,,1,1,"#999999"
83,254,Undirected,1555,,1,1,"#999999"
87,139,Undirected,1556,,14,1,"#999999"
87,307,Undirected,1557,,1,1,"#999999"
87,96,Undirected,1558,,8,1,"#999999"
83,126,Undirected,1559,,2,1,"#999999"
87,266,Undirected,1561,,3,1,"#999999"
83,320,Undirected,1562,,2,1,"#999999"
83,300,Undirected,1563,,2,1,"#999999"
87,145,Undirected,1564,,12,1,"#999999"
87,27,Undirected,1565,,2,1,"#999999"
87,152,Undirected,1566,,2,1,"#999999"
87,94,Undirected,1567,,9,1,"#999999"
83,165,Undirected,1568,,1,1,"#999999"
83,118,Undirected,1569,,23,2,"#999999"
83,247,Undirected,1572,,1,1,"#999999"
83,114,Undirected,1575,,7,6,"#999999"
83,185,Undirected,1576,,3,1,"#999999"
83,231,Undirected,1579,,13,4,"#999999"
83,160,Undirected,1580,,8,1,"#999999"
83,141,Undirected,1583,,16,4,"#999999"
88,88,Undirected,1585,,51,1,"#999999"
88,326,Undirected,1586,,2,1,"#999999"
88,174,Undirected,1587,,4,1,"#999999"
88,101,Undirected,1588,,3,1,"#999999"
88,86,Undirected,1590,,12,2,"#999999"
88,248,Undirected,1591,,4,1,"#999999"
88,39,Undirected,1592,,1,1,"#999999"
88,183,Undirected,1593,,6,1,"#999999"
88,27,Undirected,1597,,2,1,"#999999"
88,144,Undirected,1599,,2,1,"#999999"
88,139,Undirected,1600,,1,1,"#999999"
88,327,Undirected,1601,,4,1,"#999999"
88,278,Undirected,1602,,4,1,"#999999"
88,112,Undirected,1603,,2,1,"#999999"
88,313,Undirected,1604,,1,1,"#999999"
88,329,Undirected,1605,,6,2,"#999999"
88,316,Undirected,1606,,2,2,"#999999"
88,211,Undirected,1607,,2,1,"#999999"
88,84,Undirected,1608,,1,1,"#999999"
88,76,Undirected,1609,,2,1,"#999999"
88,95,Undirected,1610,,27,2,"#999999"
88,293,Undirected,1612,,1,1,"#999999"
88,189,Undirected,1615,,4,1,"#999999"
88,135,Undirected,1616,,3,1,"#999999"
88,109,Undirected,1617,,31,2,"#999999"
88,123,Undirected,1618,,8,2,"#999999"
88,110,Undirected,1619,,9,2,"#999999"
88,214,Undirected,1620,,5,1,"#999999"
83,327,Undirected,1621,,18,3,"#999999"
83,278,Undirected,1622,,18,3,"#999999"
89,109,Undirected,1623,,42,3,"#999999"
89,125,Undirected,1624,,98,3,"#999999"
89,89,Undirected,1625,,606,3,"#999999"
83,183,Undirected,1626,,18,3,"#999999"
79,154,Undirected,1627,,28,4,"#999999"
83,248,Undirected,1629,,18,3,"#999999"
89,104,Undirected,1630,,127,6,"#999999"
83,98,Undirected,1632,,16,3,"#999999"
83,174,Undirected,1633,,18,3,"#999999"
89,195,Undirected,1635,,13,3,"#999999"
83,106,Undirected,1636,,16,4,"#999999"
79,250,Undirected,1638,,1,1,"#999999"
89,161,Undirected,1639,,19,4,"#999999"
89,167,Undirected,1640,,43,3,"#999999"
89,162,Undirected,1641,,8,3,"#999999"
83,188,Undirected,1642,,5,1,"#999999"
89,100,Undirected,1643,,562,3,"#999999"
89,142,Undirected,1644,,20,3,"#999999"
91,93,Undirected,1645,,7,4,"#999999"
91,110,Undirected,1646,,2,2,"#999999"
90,84,Undirected,1647,,129,1,"#999999"
91,258,Undirected,1648,,1,1,"#999999"
91,97,Undirected,1649,,37,3,"#999999"
91,146,Undirected,1650,,1,1,"#999999"
91,107,Undirected,1651,,11,1,"#999999"
90,109,Undirected,1652,,129,2,"#999999"
90,82,Undirected,1653,,2,1,"#999999"
90,177,Undirected,1654,,43,1,"#999999"
91,178,Undirected,1655,,1,1,"#999999"
91,102,Undirected,1657,,2,1,"#999999"
91,37,Undirected,1658,,2,1,"#999999"
91,109,Undirected,1659,,63,4,"#999999"
82,146,Undirected,1660,,1,1,"#999999"
84,177,Undirected,1661,,13,3,"#999999"
84,253,Undirected,1662,,3,2,"#999999"
82,290,Undirected,1663,,7,3,"#999999"
82,230,Undirected,1664,,2,1,"#999999"
82,195,Undirected,1665,,4,3,"#999999"
82,156,Undirected,1666,,16,1,"#999999"
84,102,Undirected,1667,,9,5,"#999999"
82,106,Undirected,1668,,36,8,"#999999"
82,178,Undirected,1669,,23,6,"#999999"
82,147,Undirected,1670,,10,3,"#999999"
82,131,Undirected,1671,,6,3,"#999999"
82,118,Undirected,1672,,3,2,"#999999"
82,112,Undirected,1673,,8,3,"#999999"
82,76,Undirected,1674,,15,3,"#999999"
82,39,Undirected,1675,,10,5,"#999999"
84,239,Undirected,1676,,3,2,"#999999"
84,198,Undirected,1677,,3,2,"#999999"
92,82,Undirected,1680,,21,2,"#999999"
92,83,Undirected,1681,,28,3,"#999999"
92,208,Undirected,1682,,2,1,"#999999"
92,140,Undirected,1683,,4,1,"#999999"
92,111,Undirected,1684,,12,3,"#999999"
92,113,Undirected,1685,,3,1,"#999999"
92,106,Undirected,1686,,112,1,"#999999"
92,79,Undirected,1687,,1,1,"#999999"
92,85,Undirected,1688,,7,1,"#999999"
83,149,Undirected,1689,,15,2,"#999999"
83,103,Undirected,1690,,34,1,"#999999"
93,110,Undirected,1701,,13,4,"#999999"
89,128,Undirected,1702,,4,1,"#999999"
89,82,Undirected,1703,,2,2,"#999999"
89,94,Undirected,1704,,1,1,"#999999"
93,93,Undirected,1705,,262,14,"#999999"
93,139,Undirected,1706,,2,1,"#999999"
93,97,Undirected,1707,,3,2,"#999999"
93,121,Undirected,1708,,2,1,"#999999"
93,117,Undirected,1709,,3,1,"#999999"
93,84,Undirected,1710,,9,5,"#999999"
93,37,Undirected,1711,,20,3,"#999999"
93,178,Undirected,1713,,14,5,"#999999"
93,94,Undirected,1714,,2,1,"#999999"
93,206,Undirected,1715,,2,1,"#999999"
93,114,Undirected,1716,,2,1,"#999999"
93,109,Undirected,1717,,187,10,"#999999"
82,283,Undirected,1718,,5,2,"#999999"
82,263,Undirected,1719,,1,1,"#999999"
82,258,Undirected,1720,,1,1,"#999999"
79,166,Undirected,1721,,6,1,"#999999"
83,175,Undirected,1722,,12,3,"#999999"
94,95,Undirected,1723,,2,1,"#999999"
94,96,Undirected,1724,,1,1,"#999999"
94,97,Undirected,1725,,17,3,"#999999"
94,76,Undirected,1726,,1,1,"#999999"
94,102,Undirected,1727,,5,1,"#999999"
94,109,Undirected,1728,,29,1,"#999999"
94,110,Undirected,1729,,5,1,"#999999"
94,84,Undirected,1730,,46,5,"#999999"
94,112,Undirected,1731,,5,1,"#999999"
94,111,Undirected,1732,,1,1,"#999999"
94,114,Undirected,1733,,16,1,"#999999"
94,124,Undirected,1734,,2,1,"#999999"
94,139,Undirected,1735,,1,1,"#999999"
94,143,Undirected,1736,,4,1,"#999999"
94,145,Undirected,1737,,3,1,"#999999"
94,177,Undirected,1738,,1,1,"#999999"
94,185,Undirected,1739,,4,1,"#999999"
94,206,Undirected,1740,,2,1,"#999999"
94,209,Undirected,1741,,5,1,"#999999"
94,220,Undirected,1742,,1,1,"#999999"
94,234,Undirected,1743,,1,1,"#999999"
94,235,Undirected,1744,,1,1,"#999999"
94,189,Undirected,1745,,1,1,"#999999"
94,287,Undirected,1746,,1,1,"#999999"
94,296,Undirected,1747,,5,1,"#999999"
94,123,Undirected,1748,,1,1,"#999999"
82,145,Undirected,1749,,20,5,"#999999"
82,189,Undirected,1750,,9,7,"#999999"
82,220,Undirected,1751,,6,3,"#999999"
82,183,Undirected,1752,,6,4,"#999999"
82,248,Undirected,1753,,6,4,"#999999"
82,278,Undirected,1754,,6,4,"#999999"
82,287,Undirected,1755,,6,3,"#999999"
82,327,Undirected,1756,,6,4,"#999999"
82,127,Undirected,1757,,4,1,"#999999"
95,39,Undirected,1758,,3,1,"#999999"
95,102,Undirected,1759,,1,1,"#999999"
95,109,Undirected,1760,,19,1,"#999999"
95,110,Undirected,1761,,20,2,"#999999"
95,71,Undirected,1762,,6,3,"#999999"
95,27,Undirected,1763,,3,1,"#999999"
95,123,Undirected,1764,,1,1,"#999999"
95,124,Undirected,1765,,1,1,"#999999"
95,141,Undirected,1766,,3,1,"#999999"
95,172,Undirected,1767,,4,1,"#999999"
95,174,Undirected,1768,,4,1,"#999999"
95,189,Undirected,1769,,4,1,"#999999"
95,122,Undirected,1770,,1,1,"#999999"
95,222,Undirected,1771,,3,1,"#999999"
95,183,Undirected,1772,,4,1,"#999999"
95,248,Undirected,1773,,4,1,"#999999"
95,196,Undirected,1774,,1,1,"#999999"
95,278,Undirected,1775,,4,1,"#999999"
95,97,Undirected,1776,,1,1,"#999999"
95,293,Undirected,1777,,1,1,"#999999"
95,294,Undirected,1778,,1,1,"#999999"
95,316,Undirected,1779,,4,1,"#999999"
95,324,Undirected,1780,,1,1,"#999999"
95,327,Undirected,1781,,4,1,"#999999"
82,96,Undirected,1782,,9,1,"#999999"
82,103,Undirected,1783,,1,1,"#999999"
82,105,Undirected,1784,,9,1,"#999999"
82,108,Undirected,1785,,22,1,"#999999"
82,111,Undirected,1786,,5,3,"#999999"
82,113,Undirected,1787,,1,1,"#999999"
82,119,Undirected,1788,,7,2,"#999999"
82,132,Undirected,1789,,18,2,"#999999"
82,133,Undirected,1790,,21,1,"#999999"
82,138,Undirected,1791,,1,1,"#999999"
82,140,Undirected,1792,,12,1,"#999999"
82,142,Undirected,1793,,5,1,"#999999"
82,148,Undirected,1794,,6,2,"#999999"
82,152,Undirected,1795,,1,1,"#999999"
82,153,Undirected,1796,,1,1,"#999999"
82,155,Undirected,1797,,4,2,"#999999"
82,160,Undirected,1798,,8,2,"#999999"
82,162,Undirected,1799,,1,1,"#999999"
82,167,Undirected,1800,,2,1,"#999999"
82,169,Undirected,1801,,1,1,"#999999"
82,177,Undirected,1802,,1,1,"#999999"
82,180,Undirected,1803,,4,1,"#999999"
82,186,Undirected,1804,,3,1,"#999999"
82,161,Undirected,1805,,2,2,"#999999"
82,187,Undirected,1806,,2,1,"#999999"
82,190,Undirected,1807,,1,1,"#999999"
82,198,Undirected,1808,,3,1,"#999999"
82,166,Undirected,1809,,14,3,"#999999"
82,202,Undirected,1810,,1,1,"#999999"
82,210,Undirected,1811,,2,1,"#999999"
82,211,Undirected,1812,,4,3,"#999999"
82,212,Undirected,1813,,1,1,"#999999"
82,221,Undirected,1814,,1,1,"#999999"
82,239,Undirected,1815,,5,1,"#999999"
82,244,Undirected,1816,,1,1,"#999999"
82,250,Undirected,1817,,1,1,"#999999"
82,254,Undirected,1818,,1,1,"#999999"
82,255,Undirected,1819,,1,1,"#999999"
82,256,Undirected,1820,,1,1,"#999999"
82,259,Undirected,1821,,1,1,"#999999"
82,264,Undirected,1822,,3,1,"#999999"
82,216,Undirected,1823,,1,1,"#999999"
82,276,Undirected,1824,,1,1,"#999999"
82,295,Undirected,1825,,1,1,"#999999"
82,308,Undirected,1826,,1,1,"#999999"
82,315,Undirected,1827,,1,1,"#999999"
82,331,Undirected,1828,,1,1,"#999999"
83,204,Undirected,1829,,3,2,"#999999"
96,37,Undirected,1830,,32,1,"#999999"
96,107,Undirected,1831,,12,1,"#999999"
96,109,Undirected,1832,,26,1,"#999999"
96,84,Undirected,1833,,8,1,"#999999"
96,131,Undirected,1834,,10,1,"#999999"
96,135,Undirected,1835,,8,1,"#999999"
96,144,Undirected,1836,,5,1,"#999999"
96,146,Undirected,1837,,4,1,"#999999"
96,148,Undirected,1838,,1,1,"#999999"
96,181,Undirected,1839,,1,1,"#999999"
96,240,Undirected,1840,,3,1,"#999999"
37,105,Undirected,1843,,93,3,"#999999"
37,37,Undirected,1844,,508,10,"#999999"
37,108,Undirected,1845,,120,3,"#999999"
37,125,Undirected,1846,,42,2,"#999999"
37,132,Undirected,1847,,36,4,"#999999"
37,104,Undirected,1848,,21,3,"#999999"
37,167,Undirected,1849,,33,6,"#999999"
37,173,Undirected,1850,,6,1,"#999999"
37,161,Undirected,1851,,11,3,"#999999"
37,198,Undirected,1852,,9,2,"#999999"
37,239,Undirected,1853,,14,2,"#999999"
97,99,Undirected,1854,,1,1,"#999999"
97,97,Undirected,1855,,113,2,"#999999"
97,109,Undirected,1856,,38,6,"#999999"
97,27,Undirected,1857,,1,1,"#999999"
97,124,Undirected,1858,,2,1,"#999999"
97,144,Undirected,1859,,1,1,"#999999"
97,203,Undirected,1860,,1,1,"#999999"
97,196,Undirected,1861,,10,3,"#999999"
97,256,Undirected,1862,,24,2,"#999999"
83,115,Undirected,1864,,12,2,"#999999"
83,206,Undirected,1865,,5,5,"#999999"
84,97,Undirected,1866,,56,9,"#999999"
84,91,Undirected,1867,,36,2,"#999999"
84,136,Undirected,1868,,77,7,"#999999"
84,247,Undirected,1869,,1,1,"#999999"
71,27,Undirected,1871,,2,2,"#999999"
71,151,Undirected,1872,,3,2,"#999999"
71,209,Undirected,1873,,2,1,"#999999"
71,215,Undirected,1874,,1,1,"#999999"
71,296,Undirected,1875,,2,1,"#999999"
71,160,Undirected,1876,,4,1,"#999999"
71,175,Undirected,1877,,4,1,"#999999"
71,178,Undirected,1878,,1,1,"#999999"
71,219,Undirected,1879,,34,3,"#999999"
71,196,Undirected,1880,,2,2,"#999999"
71,250,Undirected,1881,,1,1,"#999999"
71,275,Undirected,1882,,4,2,"#999999"
71,152,Undirected,1883,,1,1,"#999999"
71,230,Undirected,1884,,17,3,"#999999"
39,99,Undirected,1887,,5,2,"#999999"
39,101,Undirected,1888,,5,1,"#999999"
39,102,Undirected,1889,,7,1,"#999999"
39,109,Undirected,1890,,10,1,"#999999"
39,112,Undirected,1891,,2,1,"#999999"
39,117,Undirected,1892,,2,1,"#999999"
39,122,Undirected,1893,,4,1,"#999999"
39,124,Undirected,1894,,1,1,"#999999"
39,135,Undirected,1895,,4,1,"#999999"
39,139,Undirected,1896,,5,1,"#999999"
39,145,Undirected,1897,,3,1,"#999999"
39,190,Undirected,1898,,2,1,"#999999"
39,223,Undirected,1899,,2,1,"#999999"
39,260,Undirected,1900,,1,1,"#999999"
39,165,Undirected,1901,,3,2,"#999999"
37,107,Undirected,1905,,24,1,"#999999"
37,109,Undirected,1906,,100,8,"#999999"
37,146,Undirected,1907,,40,1,"#999999"
37,283,Undirected,1908,,10,3,"#999999"
9,233,Undirected,1911,,3,1,"#999999"
76,99,Undirected,1912,,1,1,"#999999"
76,102,Undirected,1913,,1,1,"#999999"
76,109,Undirected,1914,,34,1,"#999999"
76,110,Undirected,1915,,4,1,"#999999"
76,84,Undirected,1916,,5,3,"#999999"
76,112,Undirected,1917,,4,1,"#999999"
76,37,Undirected,1918,,1,1,"#999999"
76,122,Undirected,1919,,1,1,"#999999"
76,97,Undirected,1920,,2,1,"#999999"
76,135,Undirected,1921,,2,1,"#999999"
76,139,Undirected,1922,,3,1,"#999999"
76,143,Undirected,1923,,4,1,"#999999"
76,157,Undirected,1924,,3,1,"#999999"
76,190,Undirected,1925,,17,1,"#999999"
76,231,Undirected,1926,,8,1,"#999999"
76,234,Undirected,1927,,1,1,"#999999"
76,235,Undirected,1928,,1,1,"#999999"
76,189,Undirected,1929,,1,1,"#999999"
76,124,Undirected,1930,,3,1,"#999999"
98,109,Undirected,1931,,19,1,"#999999"
98,97,Undirected,1932,,48,1,"#999999"
98,85,Undirected,1933,,2,1,"#999999"
98,131,Undirected,1934,,1,1,"#999999"
98,91,Undirected,1935,,1,1,"#999999"
98,26,Undirected,1936,,4,1,"#999999"
98,196,Undirected,1937,,6,1,"#999999"
98,27,Undirected,1938,,4,1,"#999999"
98,291,Undirected,1939,,1,1,"#999999"
98,309,Undirected,1940,,4,1,"#999999"
85,155,Undirected,1941,,1,1,"#999999"
85,300,Undirected,1942,,2,2,"#999999"
85,106,Undirected,1944,,3,1,"#999999"
85,113,Undirected,1945,,1,1,"#999999"
85,111,Undirected,1946,,4,2,"#999999"
99,102,Undirected,1947,,1,1,"#999999"
99,109,Undirected,1948,,9,1,"#999999"
99,122,Undirected,1949,,1,1,"#999999"
99,124,Undirected,1950,,1,1,"#999999"
99,135,Undirected,1951,,2,1,"#999999"
99,139,Undirected,1952,,1,1,"#999999"
99,185,Undirected,1953,,1,1,"#999999"
99,165,Undirected,1954,,2,2,"#999999"
100,104,Undirected,1955,,20,2,"#999999"
100,109,Undirected,1956,,24,1,"#999999"
100,125,Undirected,1957,,10,1,"#999999"
100,142,Undirected,1958,,16,1,"#999999"
100,162,Undirected,1959,,8,1,"#999999"
100,167,Undirected,1960,,23,1,"#999999"
100,161,Undirected,1961,,8,1,"#999999"
100,195,Undirected,1962,,7,1,"#999999"
101,106,Undirected,1963,,1,1,"#999999"
101,109,Undirected,1964,,17,1,"#999999"
101,110,Undirected,1965,,17,2,"#999999"
101,122,Undirected,1966,,3,1,"#999999"
101,124,Undirected,1967,,1,1,"#999999"
101,129,Undirected,1968,,2,1,"#999999"
101,141,Undirected,1969,,1,1,"#999999"
101,140,Undirected,1970,,1,1,"#999999"
101,63,Undirected,1971,,4,1,"#999999"
101,17,Undirected,1972,,3,1,"#999999"
101,145,Undirected,1973,,1,1,"#999999"
101,27,Undirected,1974,,1,1,"#999999"
101,286,Undirected,1975,,1,1,"#999999"
101,283,Undirected,1976,,1,1,"#999999"
101,297,Undirected,1977,,1,1,"#999999"
101,301,Undirected,1978,,1,1,"#999999"
101,220,Undirected,1979,,1,1,"#999999"
83,148,Undirected,1985,,2,1,"#999999"
102,109,Undirected,1986,,38,1,"#999999"
102,110,Undirected,1987,,12,2,"#999999"
102,112,Undirected,1988,,1,1,"#999999"
102,27,Undirected,1989,,2,1,"#999999"
102,122,Undirected,1990,,1,1,"#999999"
102,124,Undirected,1991,,3,2,"#999999"
102,97,Undirected,1992,,1,1,"#999999"
102,135,Undirected,1993,,3,1,"#999999"
102,139,Undirected,1994,,1,1,"#999999"
102,157,Undirected,1995,,2,1,"#999999"
102,190,Undirected,1996,,1,1,"#999999"
102,209,Undirected,1997,,1,1,"#999999"
102,219,Undirected,1998,,4,1,"#999999"
102,253,Undirected,1999,,1,1,"#999999"
102,296,Undirected,2000,,1,1,"#999999"
102,230,Undirected,2001,,2,1,"#999999"
102,321,Undirected,2002,,2,1,"#999999"
103,109,Undirected,2003,,23,1,"#999999"
103,110,Undirected,2004,,3,1,"#999999"
103,135,Undirected,2005,,3,1,"#999999"
103,144,Undirected,2006,,1,1,"#999999"
103,26,Undirected,2007,,1,1,"#999999"
103,303,Undirected,2008,,3,1,"#999999"
103,134,Undirected,2009,,3,1,"#999999"
104,125,Undirected,2010,,40,2,"#999999"
104,104,Undirected,2011,,16,4,"#999999"
104,184,Undirected,2012,,2,1,"#999999"
97,175,Undirected,2014,,12,1,"#999999"
105,108,Undirected,2015,,43,1,"#999999"
105,125,Undirected,2016,,21,1,"#999999"
105,132,Undirected,2017,,7,2,"#999999"
105,104,Undirected,2018,,9,1,"#999999"
105,167,Undirected,2019,,18,2,"#999999"
105,173,Undirected,2020,,4,1,"#999999"
105,161,Undirected,2021,,6,1,"#999999"
105,198,Undirected,2022,,2,1,"#999999"
105,239,Undirected,2023,,3,1,"#999999"
105,22,Undirected,2024,,1,1,"#999999"
106,111,Undirected,2026,,47,7,"#999999"
106,113,Undirected,2027,,4,1,"#999999"
106,116,Undirected,2028,,11,3,"#999999"
106,124,Undirected,2029,,14,5,"#999999"
106,106,Undirected,2030,,29,11,"#999999"
106,193,Undirected,2031,,2,1,"#999999"
106,71,Undirected,2032,,1,1,"#999999"
106,37,Undirected,2033,,1,1,"#999999"
91,175,Undirected,2034,,56,1,"#999999"
71,149,Undirected,2035,,1,1,"#999999"
71,221,Undirected,2036,,2,1,"#999999"
71,266,Undirected,2037,,1,1,"#999999"
71,279,Undirected,2038,,1,1,"#999999"
97,154,Undirected,2039,,1,1,"#999999"
97,159,Undirected,2040,,6,2,"#999999"
83,152,Undirected,2041,,1,1,"#999999"
37,128,Undirected,2042,,2,1,"#999999"
107,109,Undirected,2043,,18,2,"#999999"
107,146,Undirected,2044,,14,1,"#999999"
107,83,Undirected,2045,,11,1,"#999999"
107,258,Undirected,2046,,11,1,"#999999"
107,263,Undirected,2047,,7,1,"#999999"
107,290,Undirected,2048,,7,1,"#999999"
108,132,Undirected,2049,,20,2,"#999999"
108,104,Undirected,2050,,5,1,"#999999"
108,167,Undirected,2051,,15,2,"#999999"
108,161,Undirected,2052,,5,1,"#999999"
108,198,Undirected,2053,,10,1,"#999999"
108,239,Undirected,2054,,10,1,"#999999"
109,110,Undirected,2055,,66,3,"#999999"
109,112,Undirected,2056,,18,1,"#999999"
109,114,Undirected,2057,,7,1,"#999999"
109,115,Undirected,2058,,2,1,"#999999"
109,117,Undirected,2059,,4,1,"#999999"
109,27,Undirected,2060,,13,6,"#999999"
109,118,Undirected,2061,,5,1,"#999999"
109,119,Undirected,2062,,3,1,"#999999"
109,121,Undirected,2063,,4,1,"#999999"
109,122,Undirected,2064,,23,2,"#999999"
109,123,Undirected,2065,,8,2,"#999999"
109,126,Undirected,2066,,4,1,"#999999"
109,124,Undirected,2067,,24,5,"#999999"
109,127,Undirected,2068,,18,1,"#999999"
109,128,Undirected,2069,,3,2,"#999999"
109,131,Undirected,2070,,2,1,"#999999"
109,134,Undirected,2071,,13,2,"#999999"
109,135,Undirected,2072,,13,1,"#999999"
109,136,Undirected,2073,,13,2,"#999999"
109,139,Undirected,2074,,6,1,"#999999"
109,140,Undirected,2075,,17,2,"#999999"
109,104,Undirected,2076,,1,1,"#999999"
109,141,Undirected,2077,,5,1,"#999999"
109,142,Undirected,2078,,7,1,"#999999"
109,109,Undirected,2079,,56,1,"#999999"
109,144,Undirected,2080,,5,1,"#999999"
109,145,Undirected,2081,,10,2,"#999999"
109,146,Undirected,2082,,7,1,"#999999"
109,147,Undirected,2083,,7,1,"#999999"
109,148,Undirected,2084,,4,2,"#999999"
109,149,Undirected,2085,,1,1,"#999999"
109,152,Undirected,2086,,4,1,"#999999"
109,153,Undirected,2087,,1,1,"#999999"
109,157,Undirected,2088,,1,1,"#999999"
109,159,Undirected,2089,,1,1,"#999999"
109,160,Undirected,2090,,4,1,"#999999"
109,162,Undirected,2091,,2,1,"#999999"
109,163,Undirected,2092,,2,1,"#999999"
109,165,Undirected,2093,,5,3,"#999999"
109,120,Undirected,2094,,2,1,"#999999"
109,167,Undirected,2095,,2,1,"#999999"
109,171,Undirected,2096,,4,1,"#999999"
109,172,Undirected,2097,,4,1,"#999999"
109,174,Undirected,2098,,5,2,"#999999"
109,177,Undirected,2099,,21,2,"#999999"
109,178,Undirected,2100,,15,1,"#999999"
109,179,Undirected,2101,,4,1,"#999999"
109,181,Undirected,2102,,3,2,"#999999"
109,156,Undirected,2103,,1,1,"#999999"
109,185,Undirected,2104,,2,1,"#999999"
109,186,Undirected,2105,,3,1,"#999999"
109,161,Undirected,2106,,1,1,"#999999"
109,188,Undirected,2107,,2,1,"#999999"
109,189,Undirected,2108,,3,2,"#999999"
109,197,Undirected,2109,,1,1,"#999999"
109,199,Undirected,2110,,3,1,"#999999"
109,200,Undirected,2111,,2,1,"#999999"
109,203,Undirected,2112,,1,1,"#999999"
109,204,Undirected,2113,,3,1,"#999999"
109,205,Undirected,2114,,2,1,"#999999"
109,206,Undirected,2115,,1,1,"#999999"
109,209,Undirected,2116,,1,1,"#999999"
109,210,Undirected,2117,,2,1,"#999999"
109,211,Undirected,2118,,2,1,"#999999"
109,212,Undirected,2119,,1,1,"#999999"
109,215,Undirected,2120,,2,1,"#999999"
109,216,Undirected,2121,,4,3,"#999999"
109,218,Undirected,2122,,2,1,"#999999"
109,219,Undirected,2123,,2,1,"#999999"
109,223,Undirected,2124,,1,1,"#999999"
109,26,Undirected,2125,,6,2,"#999999"
109,220,Undirected,2126,,2,2,"#999999"
109,183,Undirected,2127,,1,1,"#999999"
109,230,Undirected,2128,,2,2,"#999999"
109,231,Undirected,2129,,1,1,"#999999"
109,237,Undirected,2130,,1,1,"#999999"
109,242,Undirected,2131,,1,1,"#999999"
109,196,Undirected,2132,,2,2,"#999999"
109,247,Undirected,2133,,1,1,"#999999"
109,248,Undirected,2134,,1,1,"#999999"
109,250,Undirected,2135,,2,2,"#999999"
109,253,Undirected,2136,,1,1,"#999999"
109,255,Undirected,2137,,2,1,"#999999"
109,257,Undirected,2138,,1,1,"#999999"
109,258,Undirected,2139,,1,1,"#999999"
109,259,Undirected,2140,,1,1,"#999999"
109,260,Undirected,2141,,1,1,"#999999"
109,63,Undirected,2142,,1,1,"#999999"
109,265,Undirected,2143,,1,1,"#999999"
