Source,Target,Type,Id,Label,Weight,color,Color
Alphabet,illinois,Undirected,221,,391,"#000000","#000000"
Alphabet,nucleisys,Undirected,222,,8,"#000000","#000000"
Alphabet,sparkfun,Undirected,223,,93,"#000000","#000000"
Nvidia,naver,Undirected,224,,18,"#000000","#000000"
Microsoft,Tensorflow,Undirected,226,,119,"#000000","#000000"
Microsoft,Intel,Undirected,227,,364,"#000000","#000000"
Microsoft,AMD,Undirected,228,,29,"#000000","#000000"
Microsoft,linaro,Undirected,229,,1,"#000000","#000000"
Microsoft,tu-dresden,Undirected,230,,3,"#000000","#000000"
Microsoft,Apple,Undirected,231,,100,"#000000","#000000"
Microsoft,arm,Undirected,232,,6,"#000000","#000000"
Microsoft,Nvidia,Undirected,233,,26,"#000000","#000000"
Microsoft,MobileIron,Undirected,234,,9,"#000000","#000000"
Microsoft,amazon,Undirected,235,,2,"#000000","#000000"
Microsoft,microsoft,Undirected,237,,1,"#000000","#000000"
Microsoft,IBM,Undirected,238,,3,"#000000","#000000"
Microsoft,tencent,Undirected,239,,6,"#000000","#000000"
broadcom,Tensorflow,Undirected,240,,8,"#000000","#000000"
broadcom,nxp,Undirected,241,,9,"#000000","#000000"
broadcom,artec-group,Undirected,243,,3,"#000000","#000000"
broadcom,IBM,Undirected,244,,2,"#000000","#000000"
broadcom,tutanota,Undirected,245,,1,"#000000","#000000"
broadcom,broadcom,Undirected,246,,1,"#000000","#000000"
Tensorflow,rutgers,Undirected,247,,112,"#000000","#000000"
Tensorflow,AMD,Undirected,248,,5135,"#000000","#000000"
Tensorflow,linaro,Undirected,249,,103,"#000000","#000000"
Tensorflow,illinois,Undirected,250,,119,"#000000","#000000"
Tensorflow,Intel,Undirected,251,,14100,"#000000","#000000"
Tensorflow,IBM,Undirected,252,,5817,"#000000","#000000"
Tensorflow,arm,Undirected,253,,1974,"#000000","#000000"
Tensorflow,Tensorflow,Undirected,254,,210,"#000000","#000000"
Tensorflow,fraunhofer,Undirected,255,,155,"#000000","#000000"
Tensorflow,nxp,Undirected,257,,195,"#000000","#000000"
Tensorflow,windriver,Undirected,259,,2,"#000000","#000000"
Tensorflow,eyedea,Undirected,260,,15,"#000000","#000000"
Tensorflow,dfki,Undirected,261,,718,"#000000","#000000"
Tensorflow,revealtech,Undirected,262,,4,"#000000","#000000"
Tensorflow,tu-dresden,Undirected,263,,696,"#000000","#000000"
Tensorflow,nod-labs,Undirected,264,,15,"#000000","#000000"
Tensorflow,Apple,Undirected,265,,340,"#000000","#000000"
Tensorflow,brainscode,Undirected,266,,11,"#000000","#000000"
Tensorflow,lambdal,Undirected,267,,6,"#000000","#000000"
Tensorflow,graphcore,Undirected,268,,218,"#000000","#000000"
Tensorflow,cadence,Undirected,269,,37,"#000000","#000000"
Tensorflow,MobileIron,Undirected,271,,5825,"#000000","#000000"
Tensorflow,nucleisys,Undirected,272,,1,"#000000","#000000"
Tensorflow,bytedance,Undirected,273,,78,"#000000","#000000"
Tensorflow,linkedin,Undirected,274,,35,"#000000","#000000"
Tensorflow,cerebras,Undirected,275,,166,"#000000","#000000"
Tensorflow,naver,Undirected,276,,4,"#000000","#000000"
Tensorflow,bdti,Undirected,277,,781,"#000000","#000000"
Tensorflow,tencent,Undirected,278,,645,"#000000","#000000"
Tensorflow,artec-group,Undirected,279,,23,"#000000","#000000"
Tensorflow,snu,Undirected,280,,19,"#000000","#000000"
Tensorflow,ibexinnovations,Undirected,281,,1,"#000000","#000000"
Tensorflow,calpoly,Undirected,282,,28,"#000000","#000000"
Tensorflow,mercateo,Undirected,283,,36,"#000000","#000000"
Tensorflow,users,Undirected,284,,17,"#000000","#000000"
Tensorflow,amazon,Undirected,285,,435,"#000000","#000000"
Tensorflow,yandex-team,Undirected,286,,3,"#000000","#000000"
Tensorflow,scortex,Undirected,287,,44,"#000000","#000000"
Tensorflow,alibaba-inc,Undirected,288,,65,"#000000","#000000"
Tensorflow,sunoru,Undirected,289,,32,"#000000","#000000"
Tensorflow,tutanota,Undirected,290,,9,"#000000","#000000"
Tensorflow,legatohealth,Undirected,291,,360,"#000000","#000000"
Tensorflow,nsec,Undirected,292,,273,"#000000","#000000"
Tensorflow,sicara,Undirected,293,,2,"#000000","#000000"
Tensorflow,baylibre,Undirected,294,,1,"#000000","#000000"
Tensorflow,inailuig,Undirected,295,,62,"#000000","#000000"
Tensorflow,antmicro,Undirected,296,,54,"#000000","#000000"
Tensorflow,pku,Undirected,297,,5,"#000000","#000000"
Tensorflow,uwo,Undirected,298,,75,"#000000","#000000"
Tensorflow,tum,Undirected,299,,5,"#000000","#000000"
Tensorflow,scu,Undirected,300,,1,"#000000","#000000"
Tensorflow,dropbox,Undirected,301,,62,"#000000","#000000"
Tensorflow,synopsys,Undirected,302,,18,"#000000","#000000"
Tensorflow,himax,Undirected,303,,5,"#000000","#000000"
Tensorflow,northvolt,Undirected,304,,22,"#000000","#000000"
Tensorflow,nyu,Undirected,305,,330,"#000000","#000000"
Tensorflow,spotify,Undirected,306,,44,"#000000","#000000"
Tensorflow,maxar,Undirected,307,,128,"#000000","#000000"
Tensorflow,primatelabs,Undirected,308,,4,"#000000","#000000"
Tensorflow,ARM,Undirected,309,,639,"#000000","#000000"
Tensorflow,edgeimpulse,Undirected,310,,11,"#000000","#000000"
Tensorflow,uvic,Undirected,311,,168,"#000000","#000000"
Tensorflow,habana,Undirected,312,,7,"#000000","#000000"
Tensorflow,iisc,Undirected,313,,38,"#000000","#000000"
Tensorflow,xtech,Undirected,314,,242,"#000000","#000000"
Tensorflow,peritiae,Undirected,315,,76,"#000000","#000000"
Tensorflow,hi,Undirected,316,,4,"#000000","#000000"
Tensorflow,microsoft,Undirected,317,,3,"#000000","#000000"
Tensorflow,noble,Undirected,318,,22,"#000000","#000000"
Tensorflow,suse,Undirected,319,,2,"#000000","#000000"
Tensorflow,stylight,Undirected,320,,24,"#000000","#000000"
Tensorflow,infineon,Undirected,321,,289,"#000000","#000000"
Tensorflow,instadeep,Undirected,322,,20,"#000000","#000000"
Tensorflow,jhu,Undirected,323,,9,"#000000","#000000"
Tensorflow,dalim,Undirected,324,,2,"#000000","#000000"
Tensorflow,wdc,Undirected,325,,1,"#000000","#000000"
Tensorflow,iith,Undirected,326,,16,"#000000","#000000"
Tensorflow,huawei,Undirected,327,,64,"#000000","#000000"
Tensorflow,mercury,Undirected,328,,40,"#000000","#000000"
Tensorflow,bmsce,Undirected,329,,117,"#000000","#000000"
Tensorflow,Intellecti,Undirected,330,,12,"#000000","#000000"
Tensorflow,turation,Undirected,331,,1,"#000000","#000000"
Tensorflow,sparkfun,Undirected,333,,1,"#000000","#000000"
Tensorflow,fizyr,Undirected,334,,11,"#000000","#000000"
Tensorflow,systrangroup,Undirected,335,,43,"#000000","#000000"
Tensorflow,sensiml,Undirected,336,,38,"#000000","#000000"
Alphabet,poly-ai,Undirected,337,,1,"#000000","#000000"
Alphabet,stripe,Undirected,338,,10,"#000000","#000000"
rutgers,AMD,Undirected,340,,8,"#000000","#000000"
rutgers,MobileIron,Undirected,341,,3,"#000000","#000000"
Alphabet,Intellecti,Undirected,343,,170,"#000000","#000000"
Alphabet,ibexinnovations,Undirected,344,,4,"#000000","#000000"
Alphabet,uber,Undirected,345,,14,"#000000","#000000"
Alphabet,victech,Undirected,346,,11,"#000000","#000000"
AMD,Intel,Undirected,347,,345,"#000000","#000000"
AMD,AMD,Undirected,348,,376,"#000000","#000000"
AMD,amazon,Undirected,350,,43,"#000000","#000000"
Alphabet,uwo,Undirected,352,,408,"#000000","#000000"
Alphabet,tum,Undirected,353,,175,"#000000","#000000"
Alphabet,fizyr,Undirected,354,,38,"#000000","#000000"
Alphabet,revealtech,Undirected,355,,6,"#000000","#000000"
Alphabet,baylibre,Undirected,356,,8,"#000000","#000000"
Alphabet,exaleapsemi,Undirected,357,,4,"#000000","#000000"
Alphabet,yandex-team,Undirected,358,,16,"#000000","#000000"
illinois,dfki,Undirected,359,,7,"#000000","#000000"
Intel,Intel,Undirected,360,,8258,"#000000","#000000"
Intel,linaro,Undirected,361,,29,"#000000","#000000"
Intel,arm,Undirected,362,,421,"#000000","#000000"
Intel,graphcore,Undirected,363,,17,"#000000","#000000"
Intel,tencent,Undirected,364,,347,"#000000","#000000"
Alphabet,sicara,Undirected,365,,4,"#000000","#000000"
Alphabet,hi,Undirected,366,,44,"#000000","#000000"
IBM,Intel,Undirected,369,,97,"#000000","#000000"
IBM,AMD,Undirected,370,,24,"#000000","#000000"
IBM,IBM,Undirected,371,,63,"#000000","#000000"
IBM,MobileIron,Undirected,372,,136,"#000000","#000000"
IBM,uvic,Undirected,374,,6,"#000000","#000000"
arm,fraunhofer,Undirected,375,,17,"#000000","#000000"
arm,nod-labs,Undirected,376,,27,"#000000","#000000"
arm,arm,Undirected,377,,1870,"#000000","#000000"
arm,Nvidia,Undirected,378,,47,"#000000","#000000"
arm,AMD,Undirected,379,,17,"#000000","#000000"
arm,tu-dresden,Undirected,380,,17,"#000000","#000000"
arm,MobileIron,Undirected,381,,75,"#000000","#000000"
arm,users,Undirected,382,,3,"#000000","#000000"
arm,maxar,Undirected,383,,3,"#000000","#000000"
Intel,tu-dresden,Undirected,385,,105,"#000000","#000000"
Intel,MobileIron,Undirected,386,,588,"#000000","#000000"
Intel,users,Undirected,387,,11,"#000000","#000000"
Intel,maxar,Undirected,388,,21,"#000000","#000000"
fraunhofer,dfki,Undirected,389,,5,"#000000","#000000"
fraunhofer,nod-labs,Undirected,390,,2,"#000000","#000000"
fraunhofer,alibaba-inc,Undirected,391,,2,"#000000","#000000"
Nvidia,dfki,Undirected,393,,1,"#000000","#000000"
Intel,Apple,Undirected,394,,325,"#000000","#000000"
Nvidia,tu-dresden,Undirected,396,,7,"#000000","#000000"
Nvidia,users,Undirected,397,,3,"#000000","#000000"
Nvidia,graphcore,Undirected,398,,14,"#000000","#000000"
adalogics,Alphabet,Undirected,400,,10,"#000000","#000000"
Intel,uvic,Undirected,402,,42,"#000000","#000000"
Polymagelabs,dfki,Undirected,404,,32,"#000000","#000000"
Polymagelabs,alibaba-inc,Undirected,405,,1,"#000000","#000000"
Polymagelabs,iisc,Undirected,406,,2,"#000000","#000000"
nxp,nxp,Undirected,410,,15,"#000000","#000000"
nxp,artec-group,Undirected,411,,9,"#000000","#000000"
nxp,tutanota,Undirected,412,,3,"#000000","#000000"
AMD,linaro,Undirected,415,,11,"#000000","#000000"
AMD,tu-dresden,Undirected,416,,22,"#000000","#000000"
AMD,Apple,Undirected,417,,7,"#000000","#000000"
AMD,MobileIron,Undirected,420,,71,"#000000","#000000"
AMD,linkedin,Undirected,421,,8,"#000000","#000000"
AMD,tencent,Undirected,422,,14,"#000000","#000000"
AMD,users,Undirected,423,,2,"#000000","#000000"
AMD,legatohealth,Undirected,425,,12,"#000000","#000000"
AMD,inailuig,Undirected,426,,1,"#000000","#000000"
AMD,tum,Undirected,427,,20,"#000000","#000000"
AMD,dfki,Undirected,428,,9,"#000000","#000000"
AMD,nyu,Undirected,429,,7,"#000000","#000000"
AMD,ARM,Undirected,430,,1,"#000000","#000000"
AMD,uvic,Undirected,431,,30,"#000000","#000000"
linaro,tu-dresden,Undirected,438,,1,"#000000","#000000"
linaro,IBM,Undirected,439,,10,"#000000","#000000"
linaro,Nvidia,Undirected,440,,4,"#000000","#000000"
linaro,MobileIron,Undirected,441,,14,"#000000","#000000"
linaro,legatohealth,Undirected,443,,7,"#000000","#000000"
windriver,MobileIron,Undirected,445,,1,"#000000","#000000"
arm,IBM,Undirected,446,,131,"#000000","#000000"
arm,ARM,Undirected,447,,1292,"#000000","#000000"
arm,wdc,Undirected,448,,13,"#000000","#000000"
arm,huawei,Undirected,449,,7,"#000000","#000000"
arm,cadence,Undirected,450,,76,"#000000","#000000"
arm,nucleisys,Undirected,451,,4,"#000000","#000000"
arm,bdti,Undirected,452,,1584,"#000000","#000000"
arm,espressif,Undirected,454,,26,"#000000","#000000"
arm,antmicro,Undirected,455,,199,"#000000","#000000"
arm,synopsys,Undirected,456,,231,"#000000","#000000"
arm,himax,Undirected,457,,95,"#000000","#000000"
arm,broadcom,Undirected,458,,5,"#000000","#000000"
arm,edgeimpulse,Undirected,459,,74,"#000000","#000000"
arm,xtech,Undirected,460,,386,"#000000","#000000"
arm,xmos,Undirected,462,,20,"#000000","#000000"
arm,sparkfun,Undirected,463,,6,"#000000","#000000"
arm,sensiml,Undirected,464,,145,"#000000","#000000"
dfki,dfki,Undirected,465,,187,"#000000","#000000"
dfki,alibaba-inc,Undirected,466,,14,"#000000","#000000"
Intel,lambdal,Undirected,470,,3,"#000000","#000000"
Intel,linkedin,Undirected,472,,8,"#000000","#000000"
Intel,calpoly,Undirected,473,,23,"#000000","#000000"
Intel,nyu,Undirected,474,,33,"#000000","#000000"
Intel,habana,Undirected,475,,1,"#000000","#000000"
Intel,noble,Undirected,476,,2,"#000000","#000000"
Intel,amazon,Undirected,477,,7,"#000000","#000000"
Intel,systrangroup,Undirected,478,,5,"#000000","#000000"
tu-dresden,IBM,Undirected,479,,2,"#000000","#000000"
tu-dresden,lambdal,Undirected,480,,4,"#000000","#000000"
tu-dresden,MobileIron,Undirected,481,,28,"#000000","#000000"
tu-dresden,users,Undirected,482,,1,"#000000","#000000"
tu-dresden,amazon,Undirected,483,,2,"#000000","#000000"
tu-dresden,bdti,Undirected,484,,1,"#000000","#000000"
tu-dresden,dfki,Undirected,485,,1,"#000000","#000000"
tu-dresden,maxar,Undirected,486,,4,"#000000","#000000"
tu-dresden,suse,Undirected,487,,1,"#000000","#000000"
nod-labs,alibaba-inc,Undirected,489,,1,"#000000","#000000"
nod-labs,dfki,Undirected,490,,1,"#000000","#000000"
Intel,acm,Undirected,491,,2,"#000000","#000000"
Intel,iith,Undirected,492,,2,"#000000","#000000"
Alphabet,collabora,Undirected,493,,2,"#000000","#000000"
Apple,MobileIron,Undirected,494,,32,"#000000","#000000"
Apple,nyu,Undirected,496,,1,"#000000","#000000"
Apple,maxar,Undirected,497,,4,"#000000","#000000"
Apple,bytedance,Undirected,498,,1,"#000000","#000000"
Intel,jhu,Undirected,499,,1,"#000000","#000000"
IBM,nxp,Undirected,500,,7,"#000000","#000000"
IBM,maxar,Undirected,503,,2,"#000000","#000000"
IBM,amazon,Undirected,506,,6,"#000000","#000000"
Alphabet,instacart,Undirected,507,,4,"#000000","#000000"
Nvidia,snu,Undirected,508,,2,"#000000","#000000"
Nvidia,legatohealth,Undirected,509,,1,"#000000","#000000"
Nvidia,uvic,Undirected,510,,68,"#000000","#000000"
Nvidia,peritiae,Undirected,511,,8,"#000000","#000000"
Nvidia,systrangroup,Undirected,512,,2,"#000000","#000000"
brainscode,IBM,Undirected,513,,2,"#000000","#000000"
Alphabet,ravelin,Undirected,514,,48,"#000000","#000000"
Intel,Intellecti,Undirected,515,,1,"#000000","#000000"
lambdal,MobileIron,Undirected,518,,6,"#000000","#000000"
lambdal,nyu,Undirected,519,,1,"#000000","#000000"
Nvidia,nsec,Undirected,520,,15,"#000000","#000000"
Nvidia,instadeep,Undirected,521,,1,"#000000","#000000"
Nvidia,bytedance,Undirected,522,,2,"#000000","#000000"
Nvidia,maxar,Undirected,523,,43,"#000000","#000000"
Nvidia,noble,Undirected,524,,1,"#000000","#000000"
graphcore,nsec,Undirected,526,,5,"#000000","#000000"
cadence,bdti,Undirected,536,,43,"#000000","#000000"
cadence,IBM,Undirected,537,,2,"#000000","#000000"
cadence,synopsys,Undirected,538,,30,"#000000","#000000"
cadence,himax,Undirected,539,,15,"#000000","#000000"
cadence,broadcom,Undirected,540,,1,"#000000","#000000"
cadence,ARM,Undirected,541,,6,"#000000","#000000"
cadence,antmicro,Undirected,542,,4,"#000000","#000000"
cadence,cadence,Undirected,543,,29,"#000000","#000000"
cadence,xtech,Undirected,544,,23,"#000000","#000000"
cadence,edgeimpulse,Undirected,545,,4,"#000000","#000000"
IBM,tencent,Undirected,549,,15,"#000000","#000000"
IBM,sunoru,Undirected,550,,3,"#000000","#000000"
IBM,nyu,Undirected,552,,1,"#000000","#000000"
arm,sony,Undirected,555,,3,"#000000","#000000"
arm,yahoo,Undirected,556,,3,"#000000","#000000"
MobileIron,tencent,Undirected,557,,40,"#000000","#000000"
MobileIron,snu,Undirected,558,,10,"#000000","#000000"
MobileIron,calpoly,Undirected,559,,4,"#000000","#000000"
MobileIron,users,Undirected,560,,1,"#000000","#000000"
MobileIron,amazon,Undirected,561,,179,"#000000","#000000"
MobileIron,scortex,Undirected,562,,11,"#000000","#000000"
MobileIron,legatohealth,Undirected,563,,38,"#000000","#000000"
MobileIron,nsec,Undirected,564,,24,"#000000","#000000"
MobileIron,cerebras,Undirected,565,,4,"#000000","#000000"
MobileIron,northvolt,Undirected,566,,16,"#000000","#000000"
MobileIron,nyu,Undirected,567,,8,"#000000","#000000"
MobileIron,maxar,Undirected,568,,11,"#000000","#000000"
MobileIron,uvic,Undirected,569,,8,"#000000","#000000"
MobileIron,peritiae,Undirected,570,,40,"#000000","#000000"
MobileIron,nuro,Undirected,571,,2,"#000000","#000000"
MobileIron,noble,Undirected,572,,7,"#000000","#000000"
MobileIron,suse,Undirected,573,,1,"#000000","#000000"
MobileIron,stylight,Undirected,574,,12,"#000000","#000000"
MobileIron,instadeep,Undirected,575,,9,"#000000","#000000"
MobileIron,jhu,Undirected,576,,3,"#000000","#000000"
MobileIron,mercury,Undirected,577,,2,"#000000","#000000"
MobileIron,bmsce,Undirected,578,,16,"#000000","#000000"
MobileIron,systrangroup,Undirected,580,,10,"#000000","#000000"
MobileIron,iith,Undirected,581,,8,"#000000","#000000"
nucleisys,synopsys,Undirected,584,,6,"#000000","#000000"
nucleisys,antmicro,Undirected,585,,1,"#000000","#000000"
nucleisys,sparkfun,Undirected,586,,1,"#000000","#000000"
nucleisys,sensiml,Undirected,587,,6,"#000000","#000000"
Intel,legatohealth,Undirected,588,,15,"#000000","#000000"
cerebras,Polymagelabs,Undirected,590,,4,"#000000","#000000"
cerebras,IBM,Undirected,591,,2,"#000000","#000000"
Intel,Polymagelabs,Undirected,592,,1,"#000000","#000000"
naver,tum,Undirected,593,,5,"#000000","#000000"
naver,hi,Undirected,594,,4,"#000000","#000000"
bdti,bdti,Undirected,595,,606,"#000000","#000000"
bdti,antmicro,Undirected,596,,127,"#000000","#000000"
bdti,broadcom,Undirected,597,,13,"#000000","#000000"
bdti,ARM,Undirected,598,,93,"#000000","#000000"
bdti,xtech,Undirected,599,,562,"#000000","#000000"
bdti,edgeimpulse,Undirected,600,,19,"#000000","#000000"
bdti,sensiml,Undirected,601,,98,"#000000","#000000"
tencent,graphcore,Undirected,603,,3,"#000000","#000000"
tencent,scortex,Undirected,604,,1,"#000000","#000000"
tencent,amazon,Undirected,605,,37,"#000000","#000000"
artec-group,IBM,Undirected,606,,1,"#000000","#000000"
artec-group,tutanota,Undirected,607,,3,"#000000","#000000"
snu,peritiae,Undirected,608,,4,"#000000","#000000"
snu,systrangroup,Undirected,609,,1,"#000000","#000000"
Alphabet,suse,Undirected,611,,1,"#000000","#000000"
arm,dfki,Undirected,612,,4,"#000000","#000000"
calpoly,IBM,Undirected,615,,1,"#000000","#000000"
mercateo,IBM,Undirected,616,,4,"#000000","#000000"
bdti,IBM,Undirected,617,,2,"#000000","#000000"
amazon,cerebras,Undirected,618,,10,"#000000","#000000"
amazon,microsoft,Undirected,619,,2,"#000000","#000000"
amazon,nuro,Undirected,620,,17,"#000000","#000000"
