Source,Target,Type,Id,Label,Weight,color,Color
Intel,AMD,Undirected,103,,878,"#000000","#000000"
dfki,AMD,Undirected,104,,1,"#000000","#000000"
MobileIron,AMD,Undirected,106,,313,"#000000","#000000"
AMD,AMD,Undirected,107,,239,"#000000","#000000"
Huawei,AMD,Undirected,108,,21,"#000000","#000000"
Graphcore,AMD,Undirected,109,,20,"#000000","#000000"
IBM,AMD,Undirected,110,,160,"#000000","#000000"
spotify,AMD,Undirected,111,,2,"#000000","#000000"
hello,AMD,Undirected,112,,2,"#000000","#000000"
Alphabet,Huawei,Undirected,113,,12242,"#000000","#000000"
Synopsys,Huawei,Undirected,114,,12,"#000000","#000000"
ARM,Huawei,Undirected,116,,109,"#000000","#000000"
MobileIron,Huawei,Undirected,117,,62,"#000000","#000000"
mobvoi,Huawei,Undirected,118,,13,"#000000","#000000"
Sparkfun,Huawei,Undirected,119,,6,"#000000","#000000"
Mit,Huawei,Undirected,120,,4,"#000000","#000000"
Nvidia,Huawei,Undirected,121,,82,"#000000","#000000"
Intel,Huawei,Undirected,122,,57,"#000000","#000000"
dfki,Huawei,Undirected,123,,4,"#000000","#000000"
criteo,Huawei,Undirected,124,,2,"#000000","#000000"
polymagelabs,Huawei,Undirected,125,,3,"#000000","#000000"
Huawei,Huawei,Undirected,126,,107,"#000000","#000000"
Graphcore,Huawei,Undirected,127,,12,"#000000","#000000"
IBM,Huawei,Undirected,128,,84,"#000000","#000000"
wealthsimple,Huawei,Undirected,129,,2,"#000000","#000000"
tcl,Huawei,Undirected,130,,35,"#000000","#000000"
dcc,Huawei,Undirected,131,,1,"#000000","#000000"
brainscode,Huawei,Undirected,132,,1,"#000000","#000000"
systrangroup,Huawei,Undirected,133,,1,"#000000","#000000"
fau,Huawei,Undirected,134,,23,"#000000","#000000"
appliedbrainresearch,Huawei,Undirected,135,,1,"#000000","#000000"
shopify,Huawei,Undirected,136,,3,"#000000","#000000"
Alphabet,Graphcore,Undirected,137,,10211,"#000000","#000000"
Nvidia,Graphcore,Undirected,138,,340,"#000000","#000000"
Intel,Graphcore,Undirected,139,,51,"#000000","#000000"
MobileIron,Graphcore,Undirected,141,,13,"#000000","#000000"
Graphcore,Graphcore,Undirected,142,,135,"#000000","#000000"
Alphabet,IBM,Undirected,143,,35539,"#000000","#000000"
Intel,IBM,Undirected,144,,929,"#000000","#000000"
MobileIron,IBM,Undirected,146,,1698,"#000000","#000000"
Graphcore,IBM,Undirected,147,,114,"#000000","#000000"
dfki,IBM,Undirected,148,,5,"#000000","#000000"
ARM,IBM,Undirected,149,,7,"#000000","#000000"
noble,IBM,Undirected,150,,2,"#000000","#000000"
polymagelabs,IBM,Undirected,151,,11,"#000000","#000000"
mobvoi,IBM,Undirected,152,,1,"#000000","#000000"
IBM,IBM,Undirected,153,,315,"#000000","#000000"
fau,IBM,Undirected,154,,19,"#000000","#000000"
Alphabet,tu-dresden,Undirected,155,,32,"#000000","#000000"
Nvidia,tu-dresden,Undirected,156,,6,"#000000","#000000"
MobileIron,tu-dresden,Undirected,158,,2,"#000000","#000000"
Alphabet,wealthsimple,Undirected,159,,128,"#000000","#000000"
Intel,wealthsimple,Undirected,160,,1,"#000000","#000000"
MobileIron,wealthsimple,Undirected,162,,3,"#000000","#000000"
Alphabet,bytedance,Undirected,163,,777,"#000000","#000000"
Nvidia,bytedance,Undirected,164,,6,"#000000","#000000"
Intel,bytedance,Undirected,165,,4,"#000000","#000000"
MobileIron,bytedance,Undirected,167,,13,"#000000","#000000"
IBM,bytedance,Undirected,168,,8,"#000000","#000000"
bytedance,bytedance,Undirected,169,,3,"#000000","#000000"
Alibaba,bytedance,Undirected,170,,2,"#000000","#000000"
naml,bytedance,Undirected,171,,1,"#000000","#000000"
Alphabet,spotify,Undirected,172,,138,"#000000","#000000"
MobileIron,spotify,Undirected,173,,2,"#000000","#000000"
IBM,spotify,Undirected,174,,12,"#000000","#000000"
ambiqmicro,spotify,Undirected,175,,3,"#000000","#000000"
Alphabet,iisc,Undirected,176,,7063,"#000000","#000000"
Intel,iisc,Undirected,177,,28,"#000000","#000000"
dfki,iisc,Undirected,178,,9,"#000000","#000000"
polymagelabs,iisc,Undirected,180,,110,"#000000","#000000"
AMD,iisc,Undirected,181,,1,"#000000","#000000"
Huawei,iisc,Undirected,182,,7,"#000000","#000000"
IBM,iisc,Undirected,183,,23,"#000000","#000000"
Alphabet,polytechnique,Undirected,184,,251,"#000000","#000000"
MobileIron,polytechnique,Undirected,186,,2,"#000000","#000000"
IBM,polytechnique,Undirected,187,,1,"#000000","#000000"
Alphabet,tcl,Undirected,188,,533,"#000000","#000000"
ARM,tcl,Undirected,190,,2,"#000000","#000000"
Alphabet,xiaomi,Undirected,191,,33,"#000000","#000000"
Alphabet,dcc,Undirected,193,,16,"#000000","#000000"
wealthsimple,IBM,Undirected,195,,1,"#000000","#000000"
Alphabet,Zalando,Undirected,196,,52,"#000000","#000000"
Alphabet,berkeley,Undirected,197,,52,"#000000","#000000"
Intel,berkeley,Undirected,198,,20,"#000000","#000000"
ARM,berkeley,Undirected,199,,7,"#000000","#000000"
MobileIron,berkeley,Undirected,200,,16,"#000000","#000000"
Alphabet,pgroup,Undirected,201,,1485,"#000000","#000000"
Intel,pgroup,Undirected,202,,7,"#000000","#000000"
dfki,pgroup,Undirected,203,,2,"#000000","#000000"
polymagelabs,pgroup,Undirected,205,,4,"#000000","#000000"
Huawei,pgroup,Undirected,206,,1,"#000000","#000000"
IBM,pgroup,Undirected,207,,1,"#000000","#000000"
iisc,pgroup,Undirected,208,,3,"#000000","#000000"
Alphabet,brainscode,Undirected,209,,272,"#000000","#000000"
MobileIron,brainscode,Undirected,211,,8,"#000000","#000000"
IBM,brainscode,Undirected,212,,6,"#000000","#000000"
Alphabet,umn,Undirected,213,,1,"#000000","#000000"
Alphabet,Mit,Undirected,214,,8,"#000000","#000000"
Alphabet,cerebras,Undirected,215,,148,"#000000","#000000"
MobileIron,cerebras,Undirected,217,,21,"#000000","#000000"
IBM,cerebras,Undirected,218,,24,"#000000","#000000"
Alphabet,hello,Undirected,219,,1817,"#000000","#000000"
Nvidia,hello,Undirected,220,,183,"#000000","#000000"
MobileIron,hello,Undirected,222,,19,"#000000","#000000"
Huawei,hello,Undirected,223,,10,"#000000","#000000"
IBM,hello,Undirected,224,,14,"#000000","#000000"
Alphabet,gatech,Undirected,225,,617,"#000000","#000000"
Nvidia,gatech,Undirected,226,,232,"#000000","#000000"
Huawei,gatech,Undirected,228,,4,"#000000","#000000"
IBM,gatech,Undirected,229,,12,"#000000","#000000"
iisc,gatech,Undirected,230,,4,"#000000","#000000"
hello,gatech,Undirected,231,,1,"#000000","#000000"
Alphabet,Systrangroup,Undirected,232,,111,"#000000","#000000"
MobileIron,Systrangroup,Undirected,234,,3,"#000000","#000000"
IBM,Systrangroup,Undirected,235,,4,"#000000","#000000"
hello,Systrangroup,Undirected,236,,1,"#000000","#000000"
Alphabet,gtc,Undirected,237,,12,"#000000","#000000"
IBM,gtc,Undirected,239,,1,"#000000","#000000"
Alphabet,Naver,Undirected,240,,114,"#000000","#000000"
MobileIron,Naver,Undirected,241,,24,"#000000","#000000"
IBM,Naver,Undirected,242,,19,"#000000","#000000"
IBM,grailbio,Undirected,244,,1,"#000000","#000000"
Alphabet,jobcase,Undirected,245,,22,"#000000","#000000"
IBM,jobcase,Undirected,246,,2,"#000000","#000000"
Alphabet,iiitmanipur,Undirected,247,,9,"#000000","#000000"
Alphabet,fau,Undirected,248,,1727,"#000000","#000000"
Intel,fau,Undirected,249,,11,"#000000","#000000"
MobileIron,fau,Undirected,251,,38,"#000000","#000000"
wealthsimple,fau,Undirected,252,,11,"#000000","#000000"
gtc,fau,Undirected,253,,7,"#000000","#000000"
Alphabet,minds,Undirected,254,,105,"#000000","#000000"
Nvidia,minds,Undirected,255,,9,"#000000","#000000"
MobileIron,minds,Undirected,257,,7,"#000000","#000000"
Graphcore,minds,Undirected,258,,2,"#000000","#000000"
IBM,minds,Undirected,259,,9,"#000000","#000000"
Alphabet,psiori,Undirected,260,,156,"#000000","#000000"
Alphabet,linaro,Undirected,262,,25,"#000000","#000000"
ARM,linaro,Undirected,264,,2,"#000000","#000000"
Alphabet,Adobe,Undirected,265,,171,"#000000","#000000"
Nvidia,Adobe,Undirected,266,,4,"#000000","#000000"
Intel,Adobe,Undirected,267,,4,"#000000","#000000"
Alphabet,stylight,Undirected,269,,1567,"#000000","#000000"
MobileIron,stylight,Undirected,271,,13,"#000000","#000000"
IBM,stylight,Undirected,272,,8,"#000000","#000000"
brainscode,stylight,Undirected,273,,15,"#000000","#000000"
fau,stylight,Undirected,274,,12,"#000000","#000000"
Alphabet,Alibaba,Undirected,275,,3332,"#000000","#000000"
Nvidia,Alibaba,Undirected,276,,135,"#000000","#000000"
Intel,Alibaba,Undirected,277,,276,"#000000","#000000"
MobileIron,Alibaba,Undirected,279,,246,"#000000","#000000"
noble,Alibaba,Undirected,280,,2,"#000000","#000000"
AMD,Alibaba,Undirected,281,,77,"#000000","#000000"
Huawei,Alibaba,Undirected,282,,12,"#000000","#000000"
Graphcore,Alibaba,Undirected,283,,12,"#000000","#000000"
IBM,Alibaba,Undirected,284,,71,"#000000","#000000"
Alibaba,Alibaba,Undirected,285,,19,"#000000","#000000"
snu,Alibaba,Undirected,286,,6,"#000000","#000000"
shopify,Alibaba,Undirected,287,,2,"#000000","#000000"
Alphabet,dosc,Undirected,288,,5,"#000000","#000000"
IBM,dosc,Undirected,289,,1,"#000000","#000000"
Alphabet,ambiqmicro,Undirected,290,,47638,"#000000","#000000"
Nvidia,ambiqmicro,Undirected,291,,1437,"#000000","#000000"
Intel,ambiqmicro,Undirected,292,,1093,"#000000","#000000"
realityengines,ambiqmicro,Undirected,293,,1,"#000000","#000000"
ARM,ambiqmicro,Undirected,295,,41,"#000000","#000000"
MobileIron,ambiqmicro,Undirected,296,,640,"#000000","#000000"
criteo,ambiqmicro,Undirected,297,,2,"#000000","#000000"
fizyr,ambiqmicro,Undirected,298,,3,"#000000","#000000"
noble,ambiqmicro,Undirected,299,,12,"#000000","#000000"
mobvoi,ambiqmicro,Undirected,300,,21,"#000000","#000000"
AMD,ambiqmicro,Undirected,301,,229,"#000000","#000000"
Huawei,ambiqmicro,Undirected,302,,224,"#000000","#000000"
Graphcore,ambiqmicro,Undirected,303,,120,"#000000","#000000"
IBM,ambiqmicro,Undirected,304,,551,"#000000","#000000"
tu-dresden,ambiqmicro,Undirected,305,,2,"#000000","#000000"
wealthsimple,ambiqmicro,Undirected,306,,1,"#000000","#000000"
bytedance,ambiqmicro,Undirected,307,,16,"#000000","#000000"
polytechnique,ambiqmicro,Undirected,308,,1,"#000000","#000000"
tcl,ambiqmicro,Undirected,309,,7,"#000000","#000000"
Zalando,ambiqmicro,Undirected,310,,1,"#000000","#000000"
brainscode,ambiqmicro,Undirected,311,,7,"#000000","#000000"
Mit,ambiqmicro,Undirected,312,,1,"#000000","#000000"
cerebras,ambiqmicro,Undirected,313,,1,"#000000","#000000"
hello,ambiqmicro,Undirected,314,,17,"#000000","#000000"
gatech,ambiqmicro,Undirected,315,,17,"#000000","#000000"
systrangroup,ambiqmicro,Undirected,316,,3,"#000000","#000000"
Naver,ambiqmicro,Undirected,317,,2,"#000000","#000000"
grailbio,ambiqmicro,Undirected,318,,1,"#000000","#000000"
fau,ambiqmicro,Undirected,319,,16,"#000000","#000000"
minds,ambiqmicro,Undirected,320,,1,"#000000","#000000"
stylight,ambiqmicro,Undirected,321,,24,"#000000","#000000"
Alibaba,ambiqmicro,Undirected,322,,58,"#000000","#000000"
ambiqmicro,ambiqmicro,Undirected,323,,56,"#000000","#000000"
pinterest,ambiqmicro,Undirected,324,,2,"#000000","#000000"
naml,ambiqmicro,Undirected,325,,33,"#000000","#000000"
pho,ambiqmicro,Undirected,326,,2,"#000000","#000000"
mxc,ambiqmicro,Undirected,327,,1,"#000000","#000000"
cookpad,ambiqmicro,Undirected,328,,1,"#000000","#000000"
maeth,ambiqmicro,Undirected,329,,1,"#000000","#000000"
uber,ambiqmicro,Undirected,330,,2,"#000000","#000000"
snu,ambiqmicro,Undirected,331,,13,"#000000","#000000"
iith,ambiqmicro,Undirected,332,,1,"#000000","#000000"
juliacomputing,ambiqmicro,Undirected,333,,15,"#000000","#000000"
appliedbrainresearch,ambiqmicro,Undirected,334,,1,"#000000","#000000"
epfl,ambiqmicro,Undirected,335,,1,"#000000","#000000"
appstate,ambiqmicro,Undirected,336,,1,"#000000","#000000"
Alphabet,pinterest,Undirected,337,,2,"#000000","#000000"
Alphabet,linkedin,Undirected,338,,11,"#000000","#000000"
MobileIron,linkedin,Undirected,339,,4,"#000000","#000000"
Alphabet,naml,Undirected,340,,1768,"#000000","#000000"
Nvidia,naml,Undirected,341,,6,"#000000","#000000"
Intel,naml,Undirected,342,,19,"#000000","#000000"
MobileIron,naml,Undirected,344,,26,"#000000","#000000"
AMD,naml,Undirected,345,,16,"#000000","#000000"
Huawei,naml,Undirected,346,,2,"#000000","#000000"
IBM,naml,Undirected,347,,11,"#000000","#000000"
Alphabet,pho,Undirected,348,,294,"#000000","#000000"
ARM,pho,Undirected,350,,1,"#000000","#000000"
Huawei,pho,Undirected,351,,17,"#000000","#000000"
tcl,pho,Undirected,352,,7,"#000000","#000000"
Alphabet,mxc,Undirected,353,,130,"#000000","#000000"
Nvidia,mxc,Undirected,354,,4,"#000000","#000000"
Intel,mxc,Undirected,355,,10,"#000000","#000000"
MobileIron,mxc,Undirected,357,,1,"#000000","#000000"
AMD,mxc,Undirected,358,,8,"#000000","#000000"
Nvidia,Meta,Undirected,359,,1,"#000000","#000000"
IBM,Meta,Undirected,360,,1,"#000000","#000000"
bytedance,Meta,Undirected,361,,1,"#000000","#000000"
Alphabet,cookpad,Undirected,362,,24,"#000000","#000000"
Alphabet,maeth,Undirected,364,,10,"#000000","#000000"
MobileIron,maeth,Undirected,366,,1,"#000000","#000000"
Alphabet,uber,Undirected,367,,205,"#000000","#000000"
Nvidia,uber,Undirected,368,,2,"#000000","#000000"
Intel,uber,Undirected,369,,1,"#000000","#000000"
realityengines,uber,Undirected,370,,1,"#000000","#000000"
IBM,uber,Undirected,372,,1,"#000000","#000000"
Alphabet,arconsis,Undirected,373,,3,"#000000","#000000"
Meta,arconsis,Undirected,375,,1,"#000000","#000000"
Alphabet,users,Undirected,376,,336,"#000000","#000000"
MobileIron,users,Undirected,378,,3,"#000000","#000000"
IBM,users,Undirected,379,,1,"#000000","#000000"
Alibaba,users,Undirected,380,,2,"#000000","#000000"
ambiqmicro,users,Undirected,381,,2,"#000000","#000000"
Alphabet,etacompute,Undirected,382,,1034,"#000000","#000000"
mobvoi,etacompute,Undirected,384,,43,"#000000","#000000"
ARM,etacompute,Undirected,385,,129,"#000000","#000000"
Huawei,etacompute,Undirected,386,,43,"#000000","#000000"
IBM,etacompute,Undirected,387,,2,"#000000","#000000"
ambiqmicro,etacompute,Undirected,388,,129,"#000000","#000000"
Alphabet,snu,Undirected,389,,1090,"#000000","#000000"
Nvidia,snu,Undirected,390,,75,"#000000","#000000"
Intel,snu,Undirected,391,,90,"#000000","#000000"
MobileIron,snu,Undirected,393,,68,"#000000","#000000"
noble,snu,Undirected,394,,2,"#000000","#000000"
AMD,snu,Undirected,395,,24,"#000000","#000000"
IBM,snu,Undirected,396,,19,"#000000","#000000"
hello,snu,Undirected,397,,1,"#000000","#000000"
naml,snu,Undirected,398,,8,"#000000","#000000"
Alphabet,iith,Undirected,399,,9,"#000000","#000000"
Alphabet,juliacomputing,Undirected,401,,882,"#000000","#000000"
Nvidia,juliacomputing,Undirected,402,,81,"#000000","#000000"
Intel,juliacomputing,Undirected,403,,4,"#000000","#000000"
AMD,juliacomputing,Undirected,405,,4,"#000000","#000000"
Huawei,juliacomputing,Undirected,406,,1,"#000000","#000000"
Graphcore,juliacomputing,Undirected,407,,6,"#000000","#000000"
IBM,juliacomputing,Undirected,408,,8,"#000000","#000000"
Alphabet,appliedbrainresearch,Undirected,409,,55,"#000000","#000000"
Nvidia,appliedbrainresearch,Undirected,410,,15,"#000000","#000000"
IBM,appliedbrainresearch,Undirected,411,,2,"#000000","#000000"
Alphabet,epfl,Undirected,412,,14,"#000000","#000000"
MobileIron,epfl,Undirected,414,,1,"#000000","#000000"
Alphabet,appstate,Undirected,415,,92,"#000000","#000000"
Huawei,appstate,Undirected,417,,2,"#000000","#000000"
IBM,appstate,Undirected,418,,1,"#000000","#000000"
Alphabet,clarifai,Undirected,419,,1400,"#000000","#000000"
Nvidia,clarifai,Undirected,420,,6,"#000000","#000000"
Intel,clarifai,Undirected,421,,93,"#000000","#000000"
MobileIron,clarifai,Undirected,423,,114,"#000000","#000000"
AMD,clarifai,Undirected,424,,9,"#000000","#000000"
IBM,clarifai,Undirected,425,,16,"#000000","#000000"
ambiqmicro,clarifai,Undirected,426,,8,"#000000","#000000"
Alphabet,surrey,Undirected,427,,252,"#000000","#000000"
Synopsys,surrey,Undirected,429,,2,"#000000","#000000"
ARM,surrey,Undirected,430,,4,"#000000","#000000"
Huawei,surrey,Undirected,431,,3,"#000000","#000000"
IBM,surrey,Undirected,432,,2,"#000000","#000000"
xiaomi,surrey,Undirected,433,,8,"#000000","#000000"
ambiqmicro,surrey,Undirected,434,,1,"#000000","#000000"
Alphabet,pinduoduo,Undirected,435,,1,"#000000","#000000"
ambiqmicro,pinduoduo,Undirected,436,,1,"#000000","#000000"
Alphabet,bjfu,Undirected,437,,56,"#000000","#000000"
Intel,bjfu,Undirected,438,,16,"#000000","#000000"
MobileIron,bjfu,Undirected,440,,1,"#000000","#000000"
AMD,bjfu,Undirected,441,,2,"#000000","#000000"
IBM,bjfu,Undirected,442,,5,"#000000","#000000"
ambiqmicro,bjfu,Undirected,443,,1,"#000000","#000000"
Alphabet,duke,Undirected,444,,3,"#000000","#000000"
Alphabet,shopify,Undirected,446,,1480,"#000000","#000000"
Nvidia,shopify,Undirected,447,,45,"#000000","#000000"
Intel,shopify,Undirected,448,,70,"#000000","#000000"
MobileIron,shopify,Undirected,449,,38,"#000000","#000000"
AMD,shopify,Undirected,450,,19,"#000000","#000000"
IBM,shopify,Undirected,451,,28,"#000000","#000000"
cerebras,shopify,Undirected,452,,1,"#000000","#000000"
hello,shopify,Undirected,453,,3,"#000000","#000000"
ambiqmicro,shopify,Undirected,454,,23,"#000000","#000000"
naml,shopify,Undirected,455,,1,"#000000","#000000"
snu,shopify,Undirected,456,,1,"#000000","#000000"
Alphabet,lineageos,Undirected,457,,5,"#000000","#000000"
ambiqmicro,lineageos,Undirected,459,,2,"#000000","#000000"
Alphabet,mellanox,Undirected,460,,12,"#000000","#000000"
Intel,mellanox,Undirected,461,,2,"#000000","#000000"
MobileIron,mellanox,Undirected,463,,18,"#000000","#000000"
Alphabet,iastate,Undirected,464,,1,"#000000","#000000"
Alphabet,kth,Undirected,465,,91,"#000000","#000000"
ambiqmicro,kth,Undirected,466,,12,"#000000","#000000"
Alphabet,racemed,Undirected,467,,73,"#000000","#000000"
fizyr,racemed,Undirected,469,,1,"#000000","#000000"
ambiqmicro,racemed,Undirected,470,,1,"#000000","#000000"
Alphabet,antmicro,Undirected,471,,7,"#000000","#000000"
Alphabet,uni-mainz,Undirected,472,,27,"#000000","#000000"
ambiqmicro,uni-mainz,Undirected,474,,2,"#000000","#000000"
Alphabet,suse,Undirected,475,,101,"#000000","#000000"
Nvidia,suse,Undirected,476,,8,"#000000","#000000"
Intel,suse,Undirected,477,,2,"#000000","#000000"
MobileIron,suse,Undirected,479,,5,"#000000","#000000"
Graphcore,suse,Undirected,480,,2,"#000000","#000000"
IBM,suse,Undirected,481,,9,"#000000","#000000"
minds,suse,Undirected,482,,1,"#000000","#000000"
ambiqmicro,suse,Undirected,483,,1,"#000000","#000000"
Alphabet,kheironmed,Undirected,484,,19,"#000000","#000000"
MobileIron,kheironmed,Undirected,486,,2,"#000000","#000000"
Alphabet,sjtu,Undirected,487,,114,"#000000","#000000"
Nvidia,sjtu,Undirected,488,,4,"#000000","#000000"
Intel,sjtu,Undirected,489,,1,"#000000","#000000"
MobileIron,sjtu,Undirected,491,,27,"#000000","#000000"
IBM,sjtu,Undirected,492,,5,"#000000","#000000"
hello,sjtu,Undirected,493,,1,"#000000","#000000"
Alibaba,sjtu,Undirected,494,,7,"#000000","#000000"
ambiqmicro,sjtu,Undirected,495,,2,"#000000","#000000"
Alphabet,Redhat,Undirected,496,,10,"#000000","#000000"
Alphabet,hotpads,Undirected,497,,6,"#000000","#000000"
MobileIron,hotpads,Undirected,499,,2,"#000000","#000000"
Alphabet,nationalchip,Undirected,500,,10,"#000000","#000000"
ambiqmicro,nationalchip,Undirected,502,,2,"#000000","#000000"
Alphabet,Microsoft,Undirected,503,,864,"#000000","#000000"
Nvidia,Microsoft,Undirected,504,,83,"#000000","#000000"
Intel,Microsoft,Undirected,505,,20,"#000000","#000000"
MobileIron,Microsoft,Undirected,506,,36,"#000000","#000000"
Huawei,Microsoft,Undirected,507,,1,"#000000","#000000"
IBM,Microsoft,Undirected,508,,47,"#000000","#000000"
cerebras,Microsoft,Undirected,509,,1,"#000000","#000000"
ambiqmicro,Microsoft,Undirected,510,,20,"#000000","#000000"
shopify,Microsoft,Undirected,511,,1,"#000000","#000000"
nationalchip,Microsoft,Undirected,512,,1,"#000000","#000000"
Alphabet,tu-dortmund,Undirected,513,,888,"#000000","#000000"
MobileIron,tu-dortmund,Undirected,515,,8,"#000000","#000000"
IBM,tu-dortmund,Undirected,516,,24,"#000000","#000000"
Alibaba,tu-dortmund,Undirected,517,,12,"#000000","#000000"
ambiqmicro,tu-dortmund,Undirected,518,,4,"#000000","#000000"
Alphabet,Samsung,Undirected,519,,2,"#000000","#000000"
Alphabet,minio,Undirected,520,,5,"#000000","#000000"
MobileIron,minio,Undirected,521,,1,"#000000","#000000"
hello,minio,Undirected,522,,1,"#000000","#000000"
Alphabet,dropbox,Undirected,523,,22,"#000000","#000000"
ambiqmicro,dropbox,Undirected,524,,1,"#000000","#000000"
Alphabet,buaa,Undirected,525,,16,"#000000","#000000"
Nvidia,buaa,Undirected,526,,4,"#000000","#000000"
IBM,buaa,Undirected,528,,1,"#000000","#000000"
ambiqmicro,buaa,Undirected,529,,1,"#000000","#000000"
Alphabet,aptusdatalabs,Undirected,530,,432,"#000000","#000000"
Nvidia,aptusdatalabs,Undirected,531,,2,"#000000","#000000"
Intel,aptusdatalabs,Undirected,532,,31,"#000000","#000000"
MobileIron,aptusdatalabs,Undirected,534,,35,"#000000","#000000"
AMD,aptusdatalabs,Undirected,535,,3,"#000000","#000000"
IBM,aptusdatalabs,Undirected,536,,5,"#000000","#000000"
ambiqmicro,aptusdatalabs,Undirected,537,,1,"#000000","#000000"
clarifai,aptusdatalabs,Undirected,538,,3,"#000000","#000000"
Alphabet,ring,Undirected,539,,12,"#000000","#000000"
Alphabet,algolux,Undirected,541,,7,"#000000","#000000"
Alphabet,hodesdon,Undirected,542,,14,"#000000","#000000"
Alphabet,bluewin,Undirected,543,,255,"#000000","#000000"
Intel,bluewin,Undirected,544,,5,"#000000","#000000"
MobileIron,bluewin,Undirected,546,,2,"#000000","#000000"
criteo,bluewin,Undirected,547,,1,"#000000","#000000"
Graphcore,bluewin,Undirected,548,,3,"#000000","#000000"
IBM,bluewin,Undirected,549,,7,"#000000","#000000"
Alibaba,bluewin,Undirected,550,,4,"#000000","#000000"
ambiqmicro,bluewin,Undirected,551,,4,"#000000","#000000"
Alphabet,kikatech,Undirected,552,,115,"#000000","#000000"
Intel,kikatech,Undirected,553,,2,"#000000","#000000"
Alphabet,unifr,Undirected,555,,61,"#000000","#000000"
Alphabet,usp,Undirected,556,,9,"#000000","#000000"
MobileIron,usp,Undirected,558,,3,"#000000","#000000"
brainscode,usp,Undirected,559,,1,"#000000","#000000"
Alphabet,bioinf,Undirected,560,,21,"#000000","#000000"
IBM,bioinf,Undirected,562,,3,"#000000","#000000"
gtc,bioinf,Undirected,563,,1,"#000000","#000000"
fau,bioinf,Undirected,564,,7,"#000000","#000000"
ambiqmicro,bioinf,Undirected,565,,1,"#000000","#000000"
