Source,Target,Type,Id,Label,Weight,color,Color
ARM,AMD,Undirected,566,,2,"#000000","#000000"
tu-dresden,AMD,Undirected,567,,2,"#000000","#000000"
bytedance,AMD,Undirected,568,,3,"#000000","#000000"
Zalando,AMD,Undirected,569,,2,"#000000","#000000"
linaro,AMD,Undirected,570,,1,"#000000","#000000"
stylight,AMD,Undirected,571,,8,"#000000","#000000"
Meta,AMD,Undirected,572,,1,"#000000","#000000"
appliedbrainresearch,AMD,Undirected,573,,1,"#000000","#000000"
Microsoft,AMD,Undirected,574,,1,"#000000","#000000"
bluewin,AMD,Undirected,575,,1,"#000000","#000000"
Alphabet,Tensorflow,Undirected,576,,1069213,"#000000","#000000"
Nvidia,Tensorflow,Undirected,577,,25395,"#000000","#000000"
Intel,Tensorflow,Undirected,578,,26375,"#000000","#000000"
dfki,Tensorflow,Undirected,579,,120,"#000000","#000000"
realityengines,Tensorflow,Undirected,580,,13,"#000000","#000000"
ARM,Tensorflow,Undirected,582,,539,"#000000","#000000"
MobileIron,Tensorflow,Undirected,583,,15116,"#000000","#000000"
criteo,Tensorflow,Undirected,584,,61,"#000000","#000000"
fizyr,Tensorflow,Undirected,585,,58,"#000000","#000000"
noble,Tensorflow,Undirected,586,,129,"#000000","#000000"
ucm,Tensorflow,Undirected,587,,8,"#000000","#000000"
polymagelabs,Tensorflow,Undirected,588,,176,"#000000","#000000"
Synopsys,Tensorflow,Undirected,589,,4,"#000000","#000000"
mobvoi,Tensorflow,Undirected,590,,36,"#000000","#000000"
AMD,Tensorflow,Undirected,591,,8144,"#000000","#000000"
Huawei,Tensorflow,Undirected,592,,4113,"#000000","#000000"
Graphcore,Tensorflow,Undirected,593,,4006,"#000000","#000000"
IBM,Tensorflow,Undirected,594,,11502,"#000000","#000000"
tu-dresden,Tensorflow,Undirected,595,,80,"#000000","#000000"
wealthsimple,Tensorflow,Undirected,596,,28,"#000000","#000000"
bytedance,Tensorflow,Undirected,597,,158,"#000000","#000000"
spotify,Tensorflow,Undirected,598,,45,"#000000","#000000"
iisc,Tensorflow,Undirected,599,,198,"#000000","#000000"
polytechnique,Tensorflow,Undirected,600,,50,"#000000","#000000"
tcl,Tensorflow,Undirected,601,,222,"#000000","#000000"
xiaomi,Tensorflow,Undirected,602,,12,"#000000","#000000"
Zalando,Tensorflow,Undirected,603,,19,"#000000","#000000"
berkeley,Tensorflow,Undirected,604,,25,"#000000","#000000"
pgroup,Tensorflow,Undirected,605,,66,"#000000","#000000"
brainscode,Tensorflow,Undirected,606,,66,"#000000","#000000"
Mit,Tensorflow,Undirected,607,,8,"#000000","#000000"
cerebras,Tensorflow,Undirected,608,,52,"#000000","#000000"
hello,Tensorflow,Undirected,609,,695,"#000000","#000000"
gatech,Tensorflow,Undirected,610,,17,"#000000","#000000"
systrangroup,Tensorflow,Undirected,611,,18,"#000000","#000000"
gtc,Tensorflow,Undirected,612,,2,"#000000","#000000"
Naver,Tensorflow,Undirected,613,,40,"#000000","#000000"
grailbio,Tensorflow,Undirected,614,,1,"#000000","#000000"
jobcase,Tensorflow,Undirected,615,,8,"#000000","#000000"
iiitmanipur,Tensorflow,Undirected,616,,3,"#000000","#000000"
fau,Tensorflow,Undirected,617,,366,"#000000","#000000"
minds,Tensorflow,Undirected,618,,58,"#000000","#000000"
psiori,Tensorflow,Undirected,619,,42,"#000000","#000000"
linaro,Tensorflow,Undirected,620,,9,"#000000","#000000"
Adobe,Tensorflow,Undirected,621,,142,"#000000","#000000"
stylight,Tensorflow,Undirected,622,,418,"#000000","#000000"
Alibaba,Tensorflow,Undirected,623,,1589,"#000000","#000000"
dosc,Tensorflow,Undirected,624,,5,"#000000","#000000"
ambiqmicro,Tensorflow,Undirected,625,,14562,"#000000","#000000"
pinterest,Tensorflow,Undirected,626,,2,"#000000","#000000"
naml,Tensorflow,Undirected,627,,453,"#000000","#000000"
pho,Tensorflow,Undirected,628,,87,"#000000","#000000"
mxc,Tensorflow,Undirected,629,,83,"#000000","#000000"
Meta,Tensorflow,Undirected,630,,38,"#000000","#000000"
cookpad,Tensorflow,Undirected,631,,8,"#000000","#000000"
maeth,Tensorflow,Undirected,632,,1,"#000000","#000000"
uber,Tensorflow,Undirected,633,,47,"#000000","#000000"
arconsis,Tensorflow,Undirected,634,,1,"#000000","#000000"
users,Tensorflow,Undirected,635,,32,"#000000","#000000"
etacompute,Tensorflow,Undirected,636,,91,"#000000","#000000"
snu,Tensorflow,Undirected,637,,391,"#000000","#000000"
iith,Tensorflow,Undirected,638,,11,"#000000","#000000"
juliacomputing,Tensorflow,Undirected,639,,221,"#000000","#000000"
appliedbrainresearch,Tensorflow,Undirected,640,,171,"#000000","#000000"
epfl,Tensorflow,Undirected,641,,1,"#000000","#000000"
appstate,Tensorflow,Undirected,642,,20,"#000000","#000000"
clarifai,Tensorflow,Undirected,643,,435,"#000000","#000000"
surrey,Tensorflow,Undirected,644,,82,"#000000","#000000"
pinduoduo,Tensorflow,Undirected,645,,2,"#000000","#000000"
bjfu,Tensorflow,Undirected,646,,1,"#000000","#000000"
duke,Tensorflow,Undirected,647,,2,"#000000","#000000"
shopify,Tensorflow,Undirected,648,,616,"#000000","#000000"
lineageos,Tensorflow,Undirected,649,,1,"#000000","#000000"
mellanox,Tensorflow,Undirected,650,,42,"#000000","#000000"
racemed,Tensorflow,Undirected,651,,3,"#000000","#000000"
antmicro,Tensorflow,Undirected,652,,18,"#000000","#000000"
uni-mainz,Tensorflow,Undirected,653,,2,"#000000","#000000"
suse,Tensorflow,Undirected,654,,8,"#000000","#000000"
kheironmed,Tensorflow,Undirected,655,,52,"#000000","#000000"
sjtu,Tensorflow,Undirected,656,,29,"#000000","#000000"
Redhat,Tensorflow,Undirected,657,,9,"#000000","#000000"
nationalchip,Tensorflow,Undirected,658,,6,"#000000","#000000"
Microsoft,Tensorflow,Undirected,659,,475,"#000000","#000000"
tu-dortmund,Tensorflow,Undirected,660,,60,"#000000","#000000"
dropbox,Tensorflow,Undirected,661,,2,"#000000","#000000"
buaa,Tensorflow,Undirected,662,,5,"#000000","#000000"
aptusdatalabs,Tensorflow,Undirected,663,,138,"#000000","#000000"
ring,Tensorflow,Undirected,664,,1,"#000000","#000000"
algolux,Tensorflow,Undirected,665,,1,"#000000","#000000"
hodesdon,Tensorflow,Undirected,666,,4,"#000000","#000000"
bluewin,Tensorflow,Undirected,667,,124,"#000000","#000000"
kikatech,Tensorflow,Undirected,668,,280,"#000000","#000000"
unifr,Tensorflow,Undirected,669,,40,"#000000","#000000"
bioinf,Tensorflow,Undirected,670,,561,"#000000","#000000"
Alphabet,Harvard,Undirected,671,,109,"#000000","#000000"
criteo,Harvard,Undirected,673,,1,"#000000","#000000"
Tensorflow,Harvard,Undirected,674,,34,"#000000","#000000"
Alphabet,cornell,Undirected,675,,5,"#000000","#000000"
Tensorflow,cornell,Undirected,676,,2,"#000000","#000000"
Alphabet,tencent,Undirected,677,,24,"#000000","#000000"
ambiqmicro,tencent,Undirected,678,,1,"#000000","#000000"
Tensorflow,tencent,Undirected,679,,9,"#000000","#000000"
Alphabet,cs,Undirected,680,,10,"#000000","#000000"
Alphabet,getcruise,Undirected,682,,32,"#000000","#000000"
Intel,getcruise,Undirected,683,,2,"#000000","#000000"
Huawei,getcruise,Undirected,685,,1,"#000000","#000000"
IBM,getcruise,Undirected,686,,4,"#000000","#000000"
Microsoft,getcruise,Undirected,687,,1,"#000000","#000000"
kikatech,getcruise,Undirected,688,,1,"#000000","#000000"
Tensorflow,getcruise,Undirected,689,,6,"#000000","#000000"
Alphabet,picsart,Undirected,690,,177,"#000000","#000000"
Tensorflow,picsart,Undirected,692,,874,"#000000","#000000"
Alphabet,caicloud,Undirected,693,,14,"#000000","#000000"
Intel,caicloud,Undirected,694,,1,"#000000","#000000"
Tensorflow,caicloud,Undirected,696,,3,"#000000","#000000"
Alphabet,njit,Undirected,697,,9,"#000000","#000000"
IBM,njit,Undirected,698,,1,"#000000","#000000"
Tensorflow,njit,Undirected,699,,1,"#000000","#000000"
Alphabet,xldrx,Undirected,700,,152,"#000000","#000000"
IBM,xldrx,Undirected,702,,2,"#000000","#000000"
bytedance,xldrx,Undirected,703,,7,"#000000","#000000"
ambiqmicro,xldrx,Undirected,704,,2,"#000000","#000000"
Tensorflow,xldrx,Undirected,705,,30,"#000000","#000000"
Alphabet,ngs,Undirected,706,,118,"#000000","#000000"
Nvidia,ngs,Undirected,707,,4,"#000000","#000000"
Intel,ngs,Undirected,708,,10,"#000000","#000000"
MobileIron,ngs,Undirected,710,,1,"#000000","#000000"
AMD,ngs,Undirected,711,,8,"#000000","#000000"
ambiqmicro,ngs,Undirected,712,,1,"#000000","#000000"
mxc,ngs,Undirected,713,,1,"#000000","#000000"
Tensorflow,ngs,Undirected,714,,76,"#000000","#000000"
Alphabet,ucsd,Undirected,715,,71,"#000000","#000000"
Intel,ucsd,Undirected,716,,16,"#000000","#000000"
MobileIron,ucsd,Undirected,718,,2,"#000000","#000000"
AMD,ucsd,Undirected,719,,2,"#000000","#000000"
IBM,ucsd,Undirected,720,,5,"#000000","#000000"
ambiqmicro,ucsd,Undirected,721,,2,"#000000","#000000"
bjfu,ucsd,Undirected,722,,1,"#000000","#000000"
Tensorflow,ucsd,Undirected,723,,9,"#000000","#000000"
Alphabet,4catalyzer,Undirected,724,,6,"#000000","#000000"
ambiqmicro,4catalyzer,Undirected,726,,1,"#000000","#000000"
Tensorflow,4catalyzer,Undirected,727,,6,"#000000","#000000"
Alphabet,winton,Undirected,728,,30,"#000000","#000000"
MobileIron,winton,Undirected,730,,1,"#000000","#000000"
Huawei,winton,Undirected,731,,1,"#000000","#000000"
hello,winton,Undirected,732,,1,"#000000","#000000"
ambiqmicro,winton,Undirected,733,,1,"#000000","#000000"
Tensorflow,winton,Undirected,734,,21,"#000000","#000000"
Alphabet,moldweorp,Undirected,735,,9,"#000000","#000000"
ambiqmicro,moldweorp,Undirected,737,,1,"#000000","#000000"
Tensorflow,moldweorp,Undirected,738,,4,"#000000","#000000"
Alphabet,ksindi,Undirected,739,,12,"#000000","#000000"
MobileIron,ksindi,Undirected,741,,2,"#000000","#000000"
Tensorflow,ksindi,Undirected,742,,2,"#000000","#000000"
